"Timestamp","Close","EMA(2)","RSI(2)"
"1365752460","80.01",""
"1365752520","82",""
"1365752640","83.48","82.65"
"1365752700","83.48","83.20"
"1365752760","84","83.73"
"1365752820","84.4","84.18"
"1365752880","83","83.39"
"1365753000","84","83.80"
"1365753060","83","83.27"
"1365753120","83","83.09"
"1365753180","84.4","83.96"
"1365753240","83.91","83.93"
"1365753300","83.92","83.92"
"1365753360","84.4","84.24"
"1365753420","92.84","89.97"
"1365753480","84.4","86.26"
"1365753540","84.4","85.02"
"1365753600","83.92","84.29"
"1365753660","83.92","84.04"
"1365753720","83.92","83.96"
"1365753780","83.92","83.93"
"1365753840","83.92","83.92"
"1365753900","83.92","83.92"
"1365754020","83.92","83.92"
"1365754080","84.3","84.17"
"1365754140","84.4","84.32"
"1365754260","84.4","84.37"
"1365754320","84.4","84.39"
"1365754380","84.4","84.40"
"1365754440","84.3","84.33"
"1365754500","84.5","84.44"
"1365754560","84.4","84.41"
"1365754620","84.95","84.77"
"1365754680","84.95","84.89"
"1365754740","84.99","84.96"
"1365754800","84.99","84.98"
"1365754860","84.9","84.93"
"1365754980","84.9","84.91"
"1365755040","84.8","84.84"
"1365755100","84.7","84.75"
"1365755160","84.5","84.58"
"1365755220","84.4","84.46"
"1365755280","84.35","84.39"
"1365755340","84.2","84.26"
"1365755400","83","83.42"
"1365755460","83","83.14"
"1365755520","83","83.05"
"1365755580","82.3","82.55"
"1365755700","83","82.85"
"1365755760","83.01","82.96"
"1365755940","84.11","83.73"
"1365756000","84.49","84.24"
"1365756060","84.49","84.41"
"1365756120","84.8","84.67"
"1365756180","84.8","84.76"
"1365756240","84.5","84.59"
"1365756300","84.49","84.52"
"1365756360","84.49","84.50"
"1365756420","84.2","84.30"
"1365756480","84.49","84.43"
"1365756540","84.92","84.76"
"1365756600","84.9","84.85"
"1365756660","84.2","84.42"
"1365756720","84.95","84.77"
"1365756780","84","84.26"
"1365756840","84","84.09"
"1365756900","84","84.03"
"1365756960","84.92","84.62"
"1365757020","84.97","84.85"
"1365757080","84.97","84.93"
"1365757140","84.98","84.96"
"1365757200","84.98","84.97"
"1365757260","84.99","84.98"
"1365757320","84.98","84.98"
"1365757380","84.99","84.99"
"1365757440","84.99","84.99"
"1365757500","84.99","84.99"
"1365757560","84.99","84.99"
"1365757620","84.98","84.98"
"1365757680","83","83.66"
"1365757740","84.98","84.54"
"1365757800","85.5","85.18"
"1365757860","86.8","86.26"
"1365757920","86.9","86.69"
"1365757980","86.8","86.76"
"1365758040","86.89","86.85"
"1365758100","86.89","86.88"
"1365758160","86.89","86.89"
"1365758220","86.89","86.89"
"1365758280","86.89","86.89"
"1365758340","86.89","86.89"
"1365758400","86.88","86.88"
"1365758520","85.5","85.96"
"1365758580","85.5","85.65"
"1365758640","85.5","85.55"
"1365758700","85.01","85.19"
"1365758760","85.5","85.40"
"1365758820","85.5","85.47"
"1365758880","85.5","85.49"
"1365758940","85.5","85.50"
"1365759000","86","85.83"
"1365759060","86.9","86.54"
"1365759120","87","86.85"
"1365759180","87.3","87.15"
"1365759240","87.4","87.32"
"1365759300","87.39","87.37"
"1365759360","87.3","87.32"
"1365759420","87.35","87.34"
"1365759480","87.39","87.37"
"1365759540","87.39","87.38"
"1365759600","87.4","87.39"
"1365759660","87.4","87.40"
"1365759720","87.89","87.73"
"1365759780","87.6","87.64"
"1365759840","87.6","87.61"
"1365759900","87.6","87.60"
"1365759960","87.9","87.80"
"1365760020","87.9","87.87"
"1365760080","87.89","87.88"
"1365760140","87","87.29"
"1365760200","89.1","88.50"
"1365760260","91.97","90.81"
"1365760320","91.96","91.58"
"1365760380","90","90.53"
"1365760440","88","88.84"
"1365760500","88.89","88.87"
"1365760560","88.88","88.88"
"1365760620","85.08","86.35"
"1365760680","85.08","85.50"
"1365760740","85","85.17"
"1365760800","83.9","84.32"
"1365760860","85","84.77"
"1365760920","86","85.59"
"1365760980","84","84.53"
"1365761040","83.9","84.11"
"1365761100","83.9","83.97"
"1365761160","83","83.32"
"1365761220","82.9","83.04"
"1365761280","82.5","82.68"
"1365761340","82.05","82.26"
"1365761400","82.05","82.12"
"1365761460","82.99","82.70"
"1365761520","80.05","80.93"
"1365761580","79","79.64"
"1365761640","77","77.88"
"1365761700","77","77.29"
"1365761760","76.31","76.64"
"1365761820","75.01","75.55"
"1365761880","75.02","75.20"
"1365761940","75","75.07"
"1365762000","73.58","74.08"
"1365762060","72.26","72.87"
"1365762120","73.58","73.34"
"1365762180","73.58","73.50"
"1365762240","74.5","74.17"
"1365762300","75","74.72"
"1365762360","76.12","75.65"
"1365762420","77.3","76.75"
"1365762480","79.81","78.79"
"1365762540","77.3","77.80"
"1365762600","76.12","76.68"
"1365762660","76.2","76.36"
"1365762720","76.21","76.26"
"1365762780","77.99","77.41"
"1365762840","78","77.80"
"1365762900","80","79.27"
"1365762960","82.99","81.75"
"1365763020","81","81.25"
"1365763140","81.5","81.42"
"1365763200","81","81.14"
"1365763260","81","81.05"
"1365763320","80.25","80.52"
"1365763380","74.5","76.51"
"1365763440","75","75.50"
"1365763500","74.53","74.85"
"1365763560","75","74.95"
"1365763800","75","74.98"
"1365763860","75","74.99"
"1365763920","76","75.66"
"1365763980","76.01","75.89"
"1365764040","77.99","77.29"
"1365764160","76.05","76.46"
"1365764220","77","76.82"
"1365764280","76.01","76.28"
"1365764340","76.01","76.10"
"1365764400","77.72","77.18"
"1365764460","76.05","76.43"
"1365764520","76.05","76.18"
"1365764580","77.67","77.17"
"1365764700","75","75.72"
"1365764760","75","75.24"
"1365764820","77","76.41"
"1365764880","77","76.80"
"1365764940","75","75.60"
"1365765000","77","76.53"
"1365765060","77","76.84"
"1365765120","77","76.95"
"1365765180","76.99","76.98"
"1365765240","76.99","76.99"
"1365765300","76.99","76.99"
"1365765420","76.02","76.34"
"1365765480","76.02","76.13"
"1365765600","76.02","76.06"
"1365765660","76.02","76.03"
"1365765720","75.09","75.40"
"1365765780","75.09","75.19"
"1365765960","75.1","75.13"
"1365766080","75.98","75.70"
"1365766260","75.1","75.30"
"1365766320","75.2","75.23"
"1365766380","75","75.08"
"1365766440","74.52","74.71"
"1365766500","74.52","74.58"
"1365766560","74.51","74.53"
"1365766680","75","74.84"
"1365766740","75","74.95"
"1365766800","74.9","74.92"
"1365766860","74.06","74.35"
"1365766980","74","74.12"
"1365767040","73.66","73.81"
"1365767100","73.66","73.71"
"1365767160","73.66","73.68"
"1365767220","73.66","73.67"
"1365767280","73.67","73.67"
"1365767340","73.66","73.66"
"1365767400","72.1","72.62"
"1365767460","71.89","72.13"
"1365767520","72.5","72.38"
"1365767580","71.89","72.05"
"1365767640","71","71.35"
"1365767700","70.22","70.60"
"1365767760","70","70.20"
"1365767820","67.8","68.60"
"1365767880","67","67.53"
"1365767940","66","66.51"
"1365768000","65","65.50"
"1365768060","64.49","64.83"
"1365768120","64","64.28"
"1365768180","64.5","64.43"
"1365768240","66.27","65.66"
"1365768300","68","67.22"
"1365768360","67.99","67.73"
"1365768420","67.5","67.58"
"1365768480","66.71","67.00"
"1365768540","65.1","65.73"
"1365768600","64.5","64.91"
"1365768660","65","64.97"
"1365768720","64.5","64.66"
"1365768780","64","64.22"
"1365768840","64","64.07"
"1365768900","62.5","63.02"
"1365768960","62.5","62.67"
"1365769020","62.49","62.55"
"1365769080","61.01","61.52"
"1365769140","60","60.51"
"1365769200","58.01","58.84"
"1365769260","55.01","56.29"
"1365769320","55","55.43"
"1365769380","53","53.81"
"1365769440","54","53.94"
"1365769500","50.1","51.38"
"1365769560","51","51.13"
"1365769620","52.5","52.04"
"1365769680","52.49","52.34"
"1365769740","51.1","51.51"
"1365769800","50.2","50.64"
"1365769860","50.02","50.23"
"1365769920","50","50.08"
"1365769980","50","50.03"
"1365770040","50.68","50.46"
"1365770100","51","50.82"
"1365770160","55","53.61"
"1365770220","55","54.54"
"1365770280","55","54.85"
"1365770340","59","57.62"
"1365770400","58.98","58.53"
"1365770460","55.02","56.19"
"1365770520","57.99","57.39"
"1365770580","57","57.13"
"1365770640","56.98","57.03"
"1365770700","57","57.01"
"1365770760","58.02","57.68"
"1365770820","58.5","58.23"
"1365770880","56.98","57.40"
"1365770940","58.99","58.46"
"1365771000","60","59.49"
"1365771060","68","65.16"
"1365771120","68","67.05"
"1365771180","71.89","70.28"
"1365771240","72","71.43"
"1365771300","73.89","73.07"
"1365771360","71.98","72.34"
"1365771420","64","66.78"
"1365771480","66","66.26"
"1365771540","71","69.42"
"1365771600","66","67.14"
"1365771660","65","65.71"
"1365771720","60","61.90"
"1365771780","59.99","60.63"
"1365771840","59.01","59.55"
"1365771900","61.97","61.16"
"1365771960","62","61.72"
"1365772020","62.01","61.91"
"1365772080","62.01","61.98"
"1365772140","68","65.99"
"1365772200","62.01","63.34"
"1365772260","64","63.78"
"1365772320","62.09","62.65"
"1365772380","64.97","64.20"
"1365772440","64.9","64.67"
"1365772500","64.87","64.80"
"1365772560","62.17","63.05"
"1365772620","63","63.02"
"1365772680","63.18","63.13"
"1365772740","63.17","63.16"
"1365772800","62.12","62.47"
"1365772860","60","60.82"
"1365772920","61.9","61.54"
"1365772980","61.9","61.78"
"1365773040","62","61.93"
"1365773100","62.1","62.04"
"1365773160","60.9","61.28"
"1365773220","61.12","61.17"
"1365773280","59.03","59.74"
"1365773340","59.01","59.25"
"1365773400","59.01","59.09"
"1365773460","59.95","59.66"
"1365773520","59.95","59.85"
"1365773580","62","61.28"
"1365773640","59.98","60.41"
"1365773700","59.95","60.10"
"1365773760","62","61.37"
"1365773820","60.01","60.46"
"1365773940","62.1","61.55"
"1365774000","62.11","61.92"
"1365774060","61","61.31"
"1365774120","59.95","60.40"
"1365774180","60.94","60.76"
"1365774240","60.94","60.88"
"1365774300","60.94","60.92"
"1365774360","61","60.97"
"1365774420","61","60.99"
"1365774480","61","61.00"
"1365774540","61","61.00"
"1365774600","61.25","61.17"
"1365774660","61.7","61.52"
"1365774720","61","61.17"
"1365774840","62.11","61.80"
"1365774900","60.94","61.23"
"1365774960","62.01","61.75"
"1365775020","62.09","61.98"
"1365775080","64","63.33"
"1365775140","66","65.11"
"1365775200","66","65.70"
"1365775260","68","67.23"
"1365775320","65","65.74"
"1365775380","67","66.58"
"1365775440","69.97","68.84"
"1365775500","70","69.61"
"1365775560","74","72.54"
"1365775620","69.97","70.83"
"1365775680","69.97","70.26"
"1365775740","65","66.75"
"1365775800","63","64.25"
"1365775860","63","63.42"
"1365775920","67.49","66.13"
"1365775980","62.05","63.41"
"1365776040","62.05","62.50"
"1365776100","65.98","64.82"
"1365776220","63","63.61"
"1365776280","63","63.20"
"1365776340","63","63.07"
"1365776400","64.1","63.76"
"1365776460","63.51","63.59"
"1365776520","63.4","63.46"
"1365776580","63.4","63.42"
"1365776640","63.4","63.41"
"1365776700","64.1","63.87"
"1365776760","64.1","64.02"
"1365776820","65.5","65.01"
"1365776880","66.5","66.00"
"1365776940","67.29","66.86"
"1365777000","67","66.95"
"1365777060","66.99","66.98"
"1365777120","66.5","66.66"
"1365777180","65.01","65.56"
"1365777240","65","65.19"
"1365777300","67","66.40"
"1365777360","65.11","65.54"
"1365777420","67","66.51"
"1365777480","65","65.50"
"1365777540","65.01","65.17"
"1365777600","65","65.06"
"1365777720","64","64.35"
"1365777780","63.54","63.81"
"1365777840","63.53","63.62"
"1365777900","63.51","63.55"
"1365777960","63.51","63.52"
"1365778020","63.53","63.53"
"1365778080","64","63.84"
"1365778140","63.53","63.63"
"1365778200","63.3","63.41"
"1365778260","63.3","63.34"
"1365778380","63.99","63.77"
"1365778500","63.5","63.59"
"1365778560","63.2","63.33"
"1365778680","63.75","63.61"
"1365778740","63.02","63.22"
"1365778800","63.97","63.72"
"1365778860","63.75","63.74"
"1365778920","63.98","63.90"
"1365778980","63.99","63.96"
"1365779040","63.98","63.97"
"1365779100","63.97","63.97"
"1365779160","62.75","63.16"
"1365779220","62.75","62.89"
"1365779280","62.99","62.96"
"1365779340","62.99","62.98"
"1365779520","61","61.66"
"1365779580","60.2","60.69"
"1365779640","60.2","60.36"
"1365779700","60.2","60.25"
"1365779760","60.5","60.42"
"1365779820","61.99","61.47"
"1365779940","62.95","62.46"
"1365780000","63.99","63.48"
"1365780060","60.55","61.53"
"1365780120","62","61.84"
"1365780180","62","61.95"
"1365780300","61.5","61.65"
"1365780360","64.98","63.87"
"1365780420","60","61.29"
"1365780480","63.99","63.09"
"1365780540","65.7","64.83"
"1365780600","62","62.94"
"1365780660","62.02","62.33"
"1365780720","65","64.11"
"1365780780","64.99","64.70"
"1365780840","63","63.57"
"1365780900","63","63.19"
"1365780960","64.98","64.38"
"1365781020","64.98","64.78"
"1365781080","63.1","63.66"
"1365781260","64.2","64.02"
"1365781440","65","64.67"
"1365781500","65.99","65.55"
"1365781560","67.49","66.84"
"1365781740","63.7","64.75"
"1365781800","63.7","64.05"
"1365781860","63.7","63.82"
"1365781920","63.7","63.74"
"1365781980","65.99","65.24"
"1365782040","63.71","64.22"
"1365782160","65.93","65.36"
"1365782220","65.93","65.74"
"1365782340","64.5","64.91"
"1365782400","64.5","64.64"
"1365782460","64.5","64.55"
"1365782520","64","64.18"
"1365782580","64","64.06"
"1365782640","63.99","64.01"
"1365782700","62.5","63.00"
"1365782760","62.5","62.67"
"1365782820","62","62.22"
"1365782880","62","62.07"
"1365782940","62","62.02"
"1365783000","62","62.01"
"1365783060","61.51","61.68"
"1365783120","62","61.89"
"1365783180","62","61.96"
"1365783240","62","61.99"
"1365783300","62","62.00"
"1365783360","62","62.00"
"1365783420","61.52","61.68"
"1365783480","61.5","61.56"
"1365783540","61","61.19"
"1365783600","60.99","61.06"
"1365783660","61.1","61.09"
"1365783780","63.48","62.68"
"1365783840","64.98","64.21"
"1365783960","62.1","62.80"
"1365784020","62","62.27"
"1365784080","64.49","63.75"
"1365784140","64.49","64.24"
"1365784380","62.18","62.87"
"1365784500","63.9","63.56"
"1365784620","62.19","62.65"
"1365784740","63.49","63.21"
"1365784800","62.6","62.80"
"1365784860","63.48","63.25"
"1365784920","63.47","63.40"
"1365784980","63.47","63.45"
"1365785100","62.3","62.68"
"1365785160","63.47","63.21"
"1365785220","63.47","63.38"
"1365785280","63.4","63.39"
"1365785340","63.47","63.44"
"1365785400","63.46","63.45"
"1365785520","63.4","63.42"
"1365785580","63.4","63.41"
"1365785700","63.41","63.41"
"1365785760","63.41","63.41"
"1365785820","62.55","62.84"
"1365785880","63.41","63.22"
"1365785940","63.4","63.34"
"1365786000","63.4","63.38"
"1365786120","63.4","63.39"
"1365786180","64","63.80"
"1365786240","63.16","63.37"
"1365786300","64.19","63.92"
"1365786360","64.2","64.11"
"1365786420","64.95","64.67"
"1365786600","64.9","64.82"
"1365786720","64.9","64.87"
"1365786780","64.9","64.89"
"1365786840","65","64.96"
"1365786900","65.84","65.55"
"1365786960","67","66.52"
"1365787020","66","66.17"
"1365787080","66","66.06"
"1365787200","66.99","66.68"
"1365787260","66.99","66.89"
"1365787320","67","66.96"
"1365787380","66.99","66.98"
"1365787500","66.82","66.87"
"1365787560","65.2","65.76"
"1365787620","66","65.92"
"1365787740","66.01","65.98"
"1365787800","66.8","66.53"
"1365787860","67","66.84"
"1365787920","67.01","66.95"
"1365787980","68","67.65"
"1365788040","67.03","67.24"
"1365788160","67.04","67.11"
"1365788280","66.02","66.38"
"1365788340","67.87","67.37"
"1365788400","67.87","67.70"
"1365788460","66.1","66.63"
"1365788520","68","67.54"
"1365788580","66.03","66.53"
"1365788640","66.02","66.19"
"1365788700","66.9","66.66"
"1365788760","69","68.22"
"1365788820","68.9","68.67"
"1365788880","68.9","68.82"
"1365788940","67","67.61"
"1365789000","67.25","67.37"
"1365789060","67.3","67.32"
"1365789120","67","67.11"
"1365789180","67.3","67.24"
"1365789240","67.3","67.28"
"1365789300","68.7","68.23"
"1365789420","68","68.08"
"1365789480","67.31","67.57"
"1365789540","68.55","68.22"
"1365789600","68.5","68.41"
"1365789660","68.7","68.60"
